route,template,visual_status,copy_status,SEO_status,responsive_status,interaction_status,verification_performed,remaining_issues
/restaurant-meal-guides.html,reference-index,Visually inspected: dark 1440 after name/count layout fix,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/search.html,search,Visually inspected: dark 390; light 1440,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/serving-size-vs-portion-size.html,article,Visually inspected: dark 390 after header height fix,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/sodium-label-comparison-tool.html,calculator,Visually inspected: dark 390 calculated output,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/sources.html,trust,Visually inspected: dark 390; dark 1440,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/starbucks-healthy-food-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/subway-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/sweat-rate-calculator.html,calculator,Visually inspected: dark 390 calculated output,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/sweetgreen-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/taco-bell-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/terms.html,legal,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/weight-goal-timeline-calculator.html,calculator,Visually inspected: light 1440,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/wendys-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/what-are-macros.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/what-is-a-calorie-deficit.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/what-to-eat-after-a-workout.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/what-to-eat-before-a-workout.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/when-to-recalculate-calories-and-macros.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/why-did-i-gain-weight-overnight.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/design/Main.dc.html,development artifact,Excluded development preview; not migrated,Not public editorial content,Excluded by _config.yml,Not a public route,Not a public route,Tracked source found; no active public links; publication exclusion added,Production exclusion must be checked after an authorized deployment
/design/Contrast.dc.html,development artifact,Excluded development preview; not migrated,Not public editorial content,Excluded by _config.yml,Not a public route,Not a public route,Tracked source found; no active public links; publication exclusion added,Production exclusion must be checked after an authorized deployment
/design/Soft.dc.html,development artifact,Excluded development preview; not migrated,Not public editorial content,Excluded by _config.yml,Not a public route,Not a public route,Tracked source found; no active public links; publication exclusion added,Production exclusion must be checked after an authorized deployment
