path,section,decision,reason,final indexability,replacement/redirect if relevant
how-to-track-your-macros.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hunger-fullness-and-satiety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-and-performance.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-electrolyte-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-for-older-adults.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-in-hot-weather.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-needs-not-eight-glasses.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hydration-scenario-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hyperthyroidism-nutrition-weight-bone-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hypoglycemia-food-treatment-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
hypothyroidism-food-nutrition-basics.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iifym-flexible-dieting.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
index.html,Site,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
ingredient-list-order.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
insulin-and-glucagon.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
intermittent-fasting-and-macros.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
intuitive-eating-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iodine-thyroid-and-food-sources.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-absorption-vitamin-c-tea-calcium.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-anemia-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-anemia-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-deficiency-and-athletes.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-deficiency-anemia-tests-ferritin-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-for-teenagers.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-label-and-test-question-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-overload-hemochromatosis-food-supplements.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-rich-foods-heme-nonheme-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
iron-supplements-elemental-iron-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
jersey-mikes-healthy-subs-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
keto-flu-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
ketogenic-diet-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
kfc-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
kidney-function-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
kidney-health-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
kidney-nutrition-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
kidney-stone-food-fluid-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
kitchen-food-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
krebs-cycle-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
leftover-safety-two-hour-four-day-rule.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
leftovers-food-safety-and-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
levothyroxine-food-coffee-calcium-iron-timing.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
liver-detox-myth-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
liver-detox-supplements-herbal-injury.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
liver-enzymes-food-and-test-context.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
liver-health-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
liver-health-visit-question-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
low-carb-diet-effects.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
low-fat-diet-risks.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
low-fodmap-diet-three-steps.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macro-master-quiz.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macro-memory-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macro-sprint-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macros-for-endurance-vs-strength-athletes.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macros-for-muscle-gain.html,Macros and goals,SUPPORT,Focused practical guidance that explains or supports a core GetMacros task.,indexable,
macros-for-vegetarians.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
macros-for-weight-loss.html,Macros and goals,SUPPORT,Focused practical guidance that explains or supports a core GetMacros task.,indexable,
macros-without-tracking.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
magnesium-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
manganese-foods-functions-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
masld-fatty-liver-food-pattern-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
mcdonalds-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
meal-building-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
meal-frequency-and-metabolism.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
meal-math-challenge.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
meal-prep-food-storage-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
meal-prep-for-macros.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
mediterranean-diet-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-calcium-vitamin-d-bone-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-nutrition-myth-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-protein-strength-muscle-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-supplements-phytoestrogens-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
menopause-weight-body-composition-without-crash-diets.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
metabolic-damage-is-it-real.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
metabolic-syndrome-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
micronutrient-finder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
micronutrient-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
micronutrients-vs-macronutrients.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
midlife-nutrition-visit-planner.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-caffeine-coffee-withdrawal-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-diet-balanced-meals-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-food-trigger-diary-elimination-diets.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-hydration-electrolytes-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-magnesium-riboflavin-coq10-supplements.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-nausea-vomiting-flare-foods.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-pattern-diary.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
migraine-trigger-myth-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
milk-allergy-vs-lactose-intolerance.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
muscle-contraction-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
muscle-fiber-types-and-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
muscle-soreness-and-recovery-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nausea-vomiting-pregnancy-food-strategies.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
net-carbs-vs-total-carbs.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
niacin-vitamin-b3-foods-functions.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nitrogen-balance-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrient-dense-meals-for-smaller-appetites.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrient-density-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-during-pregnancy.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-for-children-and-teens.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-label-comparison-tool.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
nutrition-label-detective-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-label-rounding-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-myth-or-context-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
nutrition-while-traveling.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
older-adult-meal-support-planner.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
omega-3-foods-list.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
omega-3-vs-omega-6.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-bone-health-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-calcium-food-supplement-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-medications-food-timing-dental-care.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-myth-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-protein-strength-balance-fall-prevention.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-screening-dxa-t-score-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
osteoporosis-vitamin-d-testing-supplements.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
overhydration-and-hyponatremia.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
paleo-diet-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
panda-express-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
panera-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
pantothenic-acid-vitamin-b5-foods.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-fertility-pregnancy-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-inositol-berberine-supplement-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-insulin-resistance-carbohydrates-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-metformin-b12-food-timing.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-nutrition-balanced-meals-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-nutrition-myth-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-visit-question-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pcos-weight-stigma-body-image-eating-disorders.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
performance-recovery-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
perimenopause-menopause-nutrition-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pescatarian-diet-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
phosphorus-foods-and-kidney-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
physiology-quiz.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
picky-eating-without-pressure.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
plant-based-protein-sources.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
plant-based-vs-vegan-diet.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
plant-milk-comparison-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
popeyes-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
portion-estimation-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
portion-sizes-without-a-scale.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
post-workout-anabolic-window.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
post-workout-meal-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
potassium-blood-pressure-kidney-caution.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
potassium-foods-and-functions.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
power-outage-refrigerator-freezer-food-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pre-workout-meal-timing.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
prediabetes-food-changes-without-extremes.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pregnancy-breastfeeding-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pregnancy-food-safety-listeria.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
pregnancy-nutrition-safety-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
prenatal-supplement-label-checker.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
prenatal-vitamins-folate-iron-iodine-choline.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
privacy.html,Trust,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
probiotics-and-gut-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-and-kidney-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-before-bed.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-deficiency-symptoms.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-for-endurance-athletes.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-for-muscle-growth.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-for-older-adults.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-intake-for-women.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-on-a-budget.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-per-meal-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-powder-101.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-quality-scores-pdcaas-diaas.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-quiz.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-structure-levels.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-timing.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
protein-value-calculator.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
protein.html,Macros and goals,SUPPORT,Focused practical guidance that explains or supports a core GetMacros task.,indexable,
quiz.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
raw-vs-cooked-food-weight.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
rda-vs-dri-vs-amdr.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
recipe-macro-scaler.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
reduce-food-waste-meal-planning.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
refeed-days-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
refrigerator-organization-food-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
relative-risk-vs-absolute-risk.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
renal-label-question-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
resistant-starch-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
rest-day-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
restaurant-food-allergy-communication.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
restaurant-meal-finder.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
restaurant-meal-guides.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
restaurant-meals-every-diet-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
restaurant-nutrition-information.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
riboflavin-vitamin-b2-foods-functions.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
safe-cooking-temperatures-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
safe-thawing-methods.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
satisfying-salad-formula.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
saturated-unsaturated-fat-heart-health.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
